VALOR,;VIGENCIADESDE;VIGENCIAHASTA
$1,957.53,;21/10/99;21/10/99
$1,965.92,;20/10/99;20/10/99
$1,977.04,;16/10/99;19/10/99
$1,975.80,;15/10/99;15/10/99
$1,981.14,;14/10/99;14/10/99
$1,988.70,;13/10/99;13/10/99
$1,992.03,;12/10/99;12/10/99
$1,992.74,;9/10/99;11/10/99
$1,993.18,;8/10/99;8/10/99
$1,995.71,;7/10/99;7/10/99
$2,000.48,;6/10/99;6/10/99
$1,992.65,;5/10/99;5/10/99
$2,004.22,;2/10/99;4/10/99
$2,015.15,;1/10/99;1/10/99
$2,017.27,;30/09/99;30/09/99
$2,003.82,;29/09/99;29/09/99
$2,013.24,;28/09/99;28/09/99
$1,995.64,;25/09/99;27/09/99
$1,994.86,;24/09/99;24/09/99
$1,992.36,;23/09/99;23/09/99
$1,975.46,;22/09/99;22/09/99
$1,981.64,;21/09/99;21/09/99
$1,987.08,;18/09/99;20/09/99
$1,977.52,;17/09/99;17/09/99
$1,967.58,;16/09/99;16/09/99
$1,970.54,;15/09/99;15/09/99
$1,977.85,;14/09/99;14/09/99
$1,981.41,;11/09/99;13/09/99
$1,976.07,;10/09/99;10/09/99
$1,972.35,;9/09/99;9/09/99
$1,969.82,;8/09/99;8/09/99
$1,947.31,;7/09/99;7/09/99
$1,943.24,;4/09/99;6/09/99
$1,943.23,;3/09/99;3/09/99
$1,934.46,;2/09/99;2/09/99
$1,941.25,;1/09/99;1/09/99
$1,954.72,;31/08/99;31/08/99
$1,936.12,;28/08/99;30/08/99
$1,914.22,;27/08/99;27/08/99
$1,921.16,;26/08/99;26/08/99
$1,921.87,;25/08/99;25/08/99
$1,912.27,;24/08/99;24/08/99
$1,907.94,;21/08/99;23/08/99
$1,892.50,;20/08/99;20/08/99
$1,898.03,;19/08/99;19/08/99
$1,880.39,;18/08/99;18/08/99
$1,879.15,;14/08/99;17/08/99
$1,893.25,;13/08/99;13/08/99
$1,865.30,;12/08/99;12/08/99
$1,855.03,;11/08/99;11/08/99
$1,852.80,;10/08/99;10/08/99
$1,849.12,;7/08/99;9/08/99
$1,834.97,;6/08/99;6/08/99
$1,822.84,;5/08/99;5/08/99
$1,800.79,;4/08/99;4/08/99
$1,813.60,;3/08/99;3/08/99
$1,809.50,;31/07/99;2/08/99
$1,806.52,;30/07/99;30/07/99
$1,817.09,;29/07/99;29/07/99
$1,829.06,;28/07/99;28/07/99
$1,829.63,;27/07/99;27/07/99
$1,831.19,;24/07/99;26/07/99
$1,807.90,;23/07/99;23/07/99
$1,809.56,;22/07/99;22/07/99
$1,819.04,;20/07/99;21/07/99
$1,821.95,;17/07/99;19/07/99
$1,823.29,;16/07/99;16/07/99
$1,881.42,;15/07/99;15/07/99
$1,926.55,;14/07/99;14/07/99
$1,887.17,;13/07/99;13/07/99
$1,840.38,;10/07/99;12/07/99
$1,831.10,;9/07/99;9/07/99
$1,795.36,;8/07/99;8/07/99
$1,772.69,;7/07/99;7/07/99
$1,755.31,;3/07/99;6/07/99
$1,751.26,;2/07/99;2/07/99
$1,736.03,;1/07/99;1/07/99
$1,732.10,;30/06/99;30/06/99
$1,751.00,;29/06/99;29/06/99
$1,737.91,;26/06/99;28/06/99
$1,734.83,;25/06/99;25/06/99
$1,723.26,;24/06/99;24/06/99
$1,710.03,;23/06/99;23/06/99
$1,694.26,;22/06/99;22/06/99
$1,692.36,;19/06/99;21/06/99
$1,693.75,;18/06/99;18/06/99
$1,698.55,;17/06/99;17/06/99
$1,694.56,;16/06/99;16/06/99
$1,682.09,;12/06/99;15/06/99
$1,686.08,;11/06/99;11/06/99
$1,679.12,;10/06/99;10/06/99
$1,672.01,;9/06/99;9/06/99
$1,653.96,;5/06/99;8/06/99
$1,654.75,;4/06/99;4/06/99
$1,667.88,;3/06/99;3/06/99
$1,657.70,;2/06/99;2/06/99
$1,663.55,;1/06/99;1/06/99
$1,671.67,;29/05/99;31/05/99
$1,685.33,;28/05/99;28/05/99
$1,682.12,;27/05/99;27/05/99
$1,669.27,;26/05/99;26/05/99
$1,671.20,;25/05/99;25/05/99
$1,665.36,;22/05/99;24/05/99
$1,644.60,;21/05/99;21/05/99
$1,643.05,;20/05/99;20/05/99
$1,644.11,;19/05/99;19/05/99
$1,640.15,;15/05/99;18/05/99
$1,630.08,;14/05/99;14/05/99
$1,631.95,;13/05/99;13/05/99
$1,631.02,;12/05/99;12/05/99
$1,627.30,;11/05/99;11/05/99
$1,631.71,;8/05/99;10/05/99
$1,618.00,;7/05/99;7/05/99
$1,610.66,;6/05/99;6/05/99
$1,603.97,;5/05/99;5/05/99
$1,613.61,;4/05/99;4/05/99
$1,611.48,;1/05/99;3/05/99
$1,604.44,;30/04/99;30/04/99
$1,598.69,;29/04/99;29/04/99
$1,590.53,;28/04/99;28/04/99
$1,580.78,;27/04/99;27/04/99
$1,578.98,;24/04/99;26/04/99
$1,573.86,;23/04/99;23/04/99
$1,570.34,;22/04/99;22/04/99
$1,563.94,;21/04/99;21/04/99
$1,570.53,;20/04/99;20/04/99
$1,578.93,;17/04/99;19/04/99
$1,586.04,;16/04/99;16/04/99
$1,593.17,;15/04/99;15/04/99
$1,603.95,;14/04/99;14/04/99
$1,588.19,;13/04/99;13/04/99
$1,588.17,;10/04/99;12/04/99
$1,574.77,;9/04/99;9/04/99
$1,548.14,;8/04/99;8/04/99
$1,534.13,;7/04/99;7/04/99
$1,532.48,;6/04/99;6/04/99
$1,533.32,;1/04/99;5/04/99
$1,533.51,;31/03/99;31/03/99
$1,529.59,;30/03/99;30/03/99
$1,525.59,;27/03/99;29/03/99
$1,534.28,;26/03/99;26/03/99
$1,541.74,;25/03/99;25/03/99
$1,544.60,;24/03/99;24/03/99
$1,546.77,;20/03/99;23/03/99
$1,550.03,;19/03/99;19/03/99
$1,554.85,;18/03/99;18/03/99
$1,561.74,;17/03/99;17/03/99
$1,563.97,;16/03/99;16/03/99
$1,562.91,;13/03/99;15/03/99
$1,552.28,;12/03/99;12/03/99
$1,545.09,;11/03/99;11/03/99
$1,550.33,;10/03/99;10/03/99
$1,552.44,;9/03/99;9/03/99
$1,552.37,;6/03/99;8/03/99
$1,555.84,;5/03/99;5/03/99
$1,558.66,;4/03/99;4/03/99
$1,557.94,;3/03/99;3/03/99
$1,560.40,;2/03/99;2/03/99
$1,568.30,;27/02/99;1/03/99
$1,572.46,;26/02/99;26/02/99
$1,557.97,;25/02/99;25/02/99
$1,550.88,;24/02/99;24/02/99
$1,556.65,;23/02/99;23/02/99
$1,560.46,;20/02/99;22/02/99
$1,567.17,;19/02/99;19/02/99
$1,569.40,;18/02/99;18/02/99
$1,561.53,;17/02/99;17/02/99
$1,557.79,;16/02/99;16/02/99
$1,565.57,;13/02/99;15/02/99
$1,564.04,;12/02/99;12/02/99
$1,570.81,;11/02/99;11/02/99
$1,563.39,;10/02/99;10/02/99
$1,562.14,;9/02/99;9/02/99
$1,570.94,;6/02/99;8/02/99
$1,575.69,;5/02/99;5/02/99
$1,574.07,;4/02/99;4/02/99
$1,576.22,;3/02/99;3/02/99
$1,581.27,;2/02/99;2/02/99
$1,582.90,;30/01/99;1/02/99
$1,580.72,;29/01/99;29/01/99
$1,590.33,;28/01/99;28/01/99
$1,591.69,;27/01/99;27/01/99
$1,591.58,;26/01/99;26/01/99
$1,591.81,;23/01/99;25/01/99
$1,589.65,;22/01/99;22/01/99
$1,582.57,;21/01/99;21/01/99
$1,587.18,;20/01/99;20/01/99
$1,580.40,;19/01/99;19/01/99
$1,596.59,;16/01/99;18/01/99
$1,584.42,;15/01/99;15/01/99
$1,588.80,;14/01/99;14/01/99
$1,549.35,;13/01/99;13/01/99
$1,535.96,;9/01/99;12/01/99
$1,543.22,;8/01/99;8/01/99
$1,530.48,;7/01/99;7/01/99
$1,528.28,;6/01/99;6/01/99
$1,545.11,;5/01/99;5/01/99
$1,542.11,;1/01/99;4/01/99
$1,542.11,;31/12/98;31/12/98
$1,535.55,;30/12/98;30/12/98
$1,507.52,;29/12/98;29/12/98
$1,484.88,;25/12/98;28/12/98
$1,484.88,;24/12/98;24/12/98
$1,467.04,;23/12/98;23/12/98
$1,477.51,;22/12/98;22/12/98
$1,494.11,;19/12/98;21/12/98
$1,515.98,;18/12/98;18/12/98
$1,523.80,;17/12/98;17/12/98
$1,529.07,;16/12/98;16/12/98
$1,532.76,;15/12/98;15/12/98
$1,531.13,;12/12/98;14/12/98
$1,530.63,;11/12/98;11/12/98
$1,541.14,;10/12/98;10/12/98
$1,548.63,;8/12/98;9/12/98
$1,552.48,;5/12/98;7/12/98
$1,545.89,;4/12/98;4/12/98
$1,539.32,;3/12/98;3/12/98
$1,545.82,;2/12/98;2/12/98
$1,545.88,;1/12/98;1/12/98
$1,547.11,;28/11/98;30/11/98
$1,543.45,;27/11/98;27/11/98
$1,545.53,;26/11/98;26/11/98
$1,557.57,;25/11/98;25/11/98
$1,547.92,;24/11/98;24/11/98
$1,539.38,;21/11/98;23/11/98
$1,558.49,;20/11/98;20/11/98
$1,569.60,;19/11/98;19/11/98
$1,583.29,;18/11/98;18/11/98
$1,580.99,;14/11/98;17/11/98
$1,578.79,;13/11/98;13/11/98
$1,577.61,;12/11/98;12/11/98
$1,571.76,;11/11/98;11/11/98
$1,559.35,;10/11/98;10/11/98
$1,553.71,;7/11/98;9/11/98
$1,563.32,;6/11/98;6/11/98
$1,568.54,;5/11/98;5/11/98
$1,569.93,;4/11/98;4/11/98
$1,575.08,;31/10/98;3/11/98
$1,577.19,;30/10/98;30/10/98
$1,577.90,;29/10/98;29/10/98
$1,576.38,;28/10/98;28/10/98
$1,590.64,;27/10/98;27/10/98
$1,597.97,;24/10/98;26/10/98
$1,599.15,;23/10/98;23/10/98
$1,597.79,;22/10/98;22/10/98
$1,598.61,;21/10/98;21/10/98
$1,598.18,;20/10/98;20/10/98
$1,596.21,;17/10/98;19/10/98
$1,594.19,;16/10/98;16/10/98
$1,591.01,;15/10/98;15/10/98
$1,592.11,;14/10/98;14/10/98
$1,590.64,;10/10/98;13/10/98
$1,587.46,;9/10/98;9/10/98
$1,586.53,;8/10/98;8/10/98
$1,588.64,;7/10/98;7/10/98
$1,585.64,;6/10/98;6/10/98
$1,578.96,;3/10/98;5/10/98
$1,573.22,;2/10/98;2/10/98
$1,556.52,;1/10/98;1/10/98
$1,556.15,;30/09/98;30/09/98
$1,556.25,;29/09/98;29/09/98
$1,547.81,;26/09/98;28/09/98
$1,548.95,;25/09/98;25/09/98
$1,561.28,;24/09/98;24/09/98
$1,541.16,;23/09/98;23/09/98
$1,529.26,;22/09/98;22/09/98
$1,533.95,;19/09/98;21/09/98
$1,531.49,;18/09/98;18/09/98
$1,520.63,;17/09/98;17/09/98
$1,516.92,;16/09/98;16/09/98
$1,510.41,;15/09/98;15/09/98
$1,505.85,;12/09/98;14/09/98
$1,506.27,;11/09/98;11/09/98
$1,493.40,;10/09/98;10/09/98
$1,505.66,;9/09/98;9/09/98
$1,511.55,;8/09/98;8/09/98
$1,538.84,;5/09/98;7/09/98
$1,532.19,;4/09/98;4/09/98
$1,518.56,;3/09/98;3/09/98
$1,442.95,;2/09/98;2/09/98
$1,441.86,;1/09/98;1/09/98
$1,440.87,;29/08/98;31/08/98
$1,438.16,;28/08/98;28/08/98
$1,430.33,;27/08/98;27/08/98
$1,420.27,;26/08/98;26/08/98
$1,418.22,;25/08/98;25/08/98
$1,407.27,;22/08/98;24/08/98
$1,391.55,;21/08/98;21/08/98
$1,384.24,;20/08/98;20/08/98
$1,385.77,;19/08/98;19/08/98
$1,386.02,;15/08/98;18/08/98
$1,377.08,;14/08/98;14/08/98
$1,371.23,;13/08/98;13/08/98
$1,365.58,;12/08/98;12/08/98
$1,359.22,;11/08/98;11/08/98
$1,364.90,;7/08/98;10/08/98
$1,366.44,;6/08/98;6/08/98
$1,368.24,;5/08/98;5/08/98
$1,371.16,;4/08/98;4/08/98
$1,372.14,;1/08/98;3/08/98
$1,370.65,;31/07/98;31/07/98
$1,373.49,;30/07/98;30/07/98
$1,376.12,;29/07/98;29/07/98
$1,378.33,;28/07/98;28/07/98
$1,379.61,;25/07/98;27/07/98
$1,378.88,;24/07/98;24/07/98
$1,376.87,;23/07/98;23/07/98
$1,380.87,;22/07/98;22/07/98
$1,381.54,;18/07/98;21/07/98
$1,376.74,;17/07/98;17/07/98
$1,378.01,;16/07/98;16/07/98
$1,381.22,;15/07/98;15/07/98
$1,380.27,;14/07/98;14/07/98
$1,374.23,;11/07/98;13/07/98
$1,370.45,;10/07/98;10/07/98
$1,369.12,;9/07/98;9/07/98
$1,368.16,;8/07/98;8/07/98
$1,357.78,;7/07/98;7/07/98
$1,348.06,;4/07/98;6/07/98
$1,345.65,;3/07/98;3/07/98
$1,358.05,;2/07/98;2/07/98
$1,369.88,;1/07/98;1/07/98
$1,363.04,;27/06/98;30/06/98
$1,363.67,;26/06/98;26/06/98
$1,375.02,;25/06/98;25/06/98
$1,381.11,;24/06/98;24/06/98
$1,394.80,;20/06/98;23/06/98
$1,390.85,;19/06/98;19/06/98
$1,394.39,;18/06/98;18/06/98
$1,388.50,;17/06/98;17/06/98
$1,380.51,;13/06/98;16/06/98
$1,388.76,;12/06/98;12/06/98
$1,383.23,;11/06/98;11/06/98
$1,376.25,;10/06/98;10/06/98
$1,386.53,;9/06/98;9/06/98
$1,387.12,;6/06/98;8/06/98
$1,397.63,;5/06/98;5/06/98
$1,399.02,;4/06/98;4/06/98
$1,399.56,;3/06/98;3/06/98
$1,398.53,;2/06/98;2/06/98
$1,397.07,;30/05/98;1/06/98
$1,396.69,;29/05/98;29/05/98
$1,397.12,;28/05/98;28/05/98
$1,396.51,;27/05/98;27/05/98
$1,394.33,;23/05/98;26/05/98
$1,393.62,;22/05/98;22/05/98
$1,392.18,;21/05/98;21/05/98
$1,390.89,;20/05/98;20/05/98
$1,387.26,;19/05/98;19/05/98
$1,383.31,;16/05/98;18/05/98
$1,384.97,;15/05/98;15/05/98
$1,387.15,;14/05/98;14/05/98
$1,388.04,;13/05/98;13/05/98
$1,387.78,;12/05/98;12/05/98
$1,385.38,;9/05/98;11/05/98
$1,383.04,;8/05/98;8/05/98
$1,382.27,;7/05/98;7/05/98
$1,375.39,;6/05/98;6/05/98
$1,369.31,;5/05/98;5/05/98
$1,364.07,;1/05/98;4/05/98
$1,365.72,;30/04/98;30/04/98
$1,371.35,;29/04/98;29/04/98
$1,368.17,;28/04/98;28/04/98
$1,359.99,;25/04/98;27/04/98
$1,354.91,;24/04/98;24/04/98
$1,355.94,;23/04/98;23/04/98
$1,357.51,;22/04/98;22/04/98
$1,360.42,;21/04/98;21/04/98
$1,360.49,;18/04/98;20/04/98
$1,360.74,;17/04/98;17/04/98
$1,364.06,;16/04/98;16/04/98
$1,365.21,;15/04/98;15/04/98
$1,363.38,;14/04/98;14/04/98
$1,357.14,;9/04/98;13/04/98
$1,354.15,;8/04/98;8/04/98
$1,355.50,;7/04/98;7/04/98
$1,357.71,;4/04/98;6/04/98
$1,357.75,;3/04/98;3/04/98
$1,362.54,;2/04/98;2/04/98
$1,360.26,;1/04/98;1/04/98
$1,358.03,;31/03/98;31/03/98
$1,361.49,;28/03/98;30/03/98
$1,365.66,;27/03/98;27/03/98
$1,364.76,;26/03/98;26/03/98
$1,364.40,;25/03/98;25/03/98
$1,361.86,;21/03/98;24/03/98
$1,361.87,;20/03/98;20/03/98
$1,360.56,;19/03/98;19/03/98
$1,359.96,;18/03/98;18/03/98
$1,358.66,;17/03/98;17/03/98
$1,355.90,;14/03/98;16/03/98
$1,356.70,;13/03/98;13/03/98
$1,356.63,;12/03/98;12/03/98
$1,355.88,;11/03/98;11/03/98
$1,354.90,;10/03/98;10/03/98
$1,353.71,;7/03/98;9/03/98
$1,353.19,;6/03/98;6/03/98
$1,349.80,;5/03/98;5/03/98
$1,352.21,;4/03/98;4/03/98
$1,349.04,;3/03/98;3/03/98
$1,343.85,;28/02/98;2/03/98
$1,344.25,;27/02/98;27/02/98
$1,340.75,;26/02/98;26/02/98
$1,334.72,;25/02/98;25/02/98
$1,340.92,;24/02/98;24/02/98
$1,347.94,;21/02/98;23/02/98
$1,350.10,;20/02/98;20/02/98
$1,349.95,;19/02/98;19/02/98
$1,350.23,;18/02/98;18/02/98
$1,350.97,;17/02/98;17/02/98
$1,349.54,;14/02/98;16/02/98
$1,349.34,;13/02/98;13/02/98
$1,348.86,;12/02/98;12/02/98
$1,348.23,;11/02/98;11/02/98
$1,347.72,;10/02/98;10/02/98
$1,346.42,;7/02/98;9/02/98
$1,346.09,;6/02/98;6/02/98
$1,345.46,;5/02/98;5/02/98
$1,345.01,;4/02/98;4/02/98
$1,343.90,;3/02/98;3/02/98
$1,342.00,;31/01/98;2/02/98
$1,341.85,;30/01/98;30/01/98
$1,339.57,;29/01/98;29/01/98
$1,337.30,;28/01/98;28/01/98
$1,336.38,;27/01/98;27/01/98
$1,332.78,;24/01/98;26/01/98
$1,334.71,;23/01/98;23/01/98
$1,331.48,;22/01/98;22/01/98
$1,327.00,;21/01/98;21/01/98
$1,325.07,;20/01/98;20/01/98
$1,322.16,;17/01/98;19/01/98
$1,319.21,;16/01/98;16/01/98
$1,318.53,;15/01/98;15/01/98
$1,318.25,;14/01/98;14/01/98
$1,315.70,;10/01/98;13/01/98
$1,313.56,;9/01/98;9/01/98
$1,315.95,;8/01/98;8/01/98
$1,318.57,;7/01/98;7/01/98
$1,317.15,;6/01/98;6/01/98
$1,304.33,;3/01/98;5/01/98
$1,293.58,;31/12/97;2/01/98
$1,291.92,;30/12/97;30/12/97
$1,286.92,;27/12/97;29/12/97
$1,281.60,;24/12/97;26/12/97
$1,288.32,;23/12/97;23/12/97
$1,287.51,;20/12/97;22/12/97
$1,286.12,;19/12/97;19/12/97
$1,286.74,;18/12/97;18/12/97
$1,296.30,;17/12/97;17/12/97
$1,304.02,;16/12/97;16/12/97
$1,307.42,;13/12/97;15/12/97
$1,304.85,;12/12/97;12/12/97
$1,301.15,;11/12/97;11/12/97
$1,298.78,;10/12/97;10/12/97
$1,300.55,;6/12/97;9/12/97
$1,298.64,;5/12/97;5/12/97
$1,299.43,;4/12/97;4/12/97
$1,307.01,;3/12/97;3/12/97
$1,307.54,;2/12/97;2/12/97
$1,305.66,;29/11/97;1/12/97
$1,303.10,;28/11/97;28/11/97
$1,303.15,;27/11/97;27/11/97
$1,299.19,;26/11/97;26/11/97
$1,296.37,;25/11/97;25/11/97
$1,296.30,;22/11/97;24/11/97
$1,298.19,;21/11/97;21/11/97
$1,296.62,;20/11/97;20/11/97
$1,297.94,;19/11/97;19/11/97
$1,298.04,;15/11/97;18/11/97
$1,297.87,;14/11/97;14/11/97
$1,296.66,;13/11/97;13/11/97
$1,294.51,;12/11/97;12/11/97
$1,295.52,;11/11/97;11/11/97
$1,291.35,;8/11/97;10/11/97
$1,286.73,;7/11/97;7/11/97
$1,281.18,;6/11/97;6/11/97
$1,284.63,;5/11/97;5/11/97
$1,284.65,;1/11/97;4/11/97
$1,281.20,;31/10/97;31/10/97
$1,282.82,;30/10/97;30/10/97
$1,289.84,;29/10/97;29/10/97
$1,274.05,;28/10/97;28/10/97
$1,272.02,;25/10/97;27/10/97
$1,267.10,;24/10/97;24/10/97
$1,267.87,;23/10/97;23/10/97
$1,264.32,;22/10/97;22/10/97
$1,264.60,;21/10/97;21/10/97
$1,264.70,;18/10/97;20/10/97
$1,268.87,;17/10/97;17/10/97
$1,263.79,;16/10/97;16/10/97
$1,272.77,;15/10/97;15/10/97
$1,265.38,;11/10/97;14/10/97
$1,258.04,;10/10/97;10/10/97
$1,252.74,;9/10/97;9/10/97
$1,247.51,;8/10/97;8/10/97
$1,250.95,;7/10/97;7/10/97
$1,244.84,;4/10/97;6/10/97
$1,242.16,;3/10/97;3/10/97
$1,243.27,;2/10/97;2/10/97
$1,244.63,;1/10/97;1/10/97
$1,246.27,;30/09/97;30/09/97
$1,241.72,;27/09/97;29/09/97
$1,249.73,;26/09/97;26/09/97
$1,251.88,;25/09/97;25/09/97
$1,248.83,;24/09/97;24/09/97
$1,242.45,;23/09/97;23/09/97
$1,238.29,;20/09/97;22/09/97
$1,236.31,;19/09/97;19/09/97
$1,241.83,;18/09/97;18/09/97
$1,243.58,;17/09/97;17/09/97
$1,245.06,;16/09/97;16/09/97
$1,228.01,;13/09/97;15/09/97
$1,232.12,;12/09/97;12/09/97
$1,250.03,;11/09/97;11/09/97
$1,238.21,;10/09/97;10/09/97
$1,204.09,;9/09/97;9/09/97
$1,186.98,;6/09/97;8/09/97
$1,180.94,;5/09/97;5/09/97
$1,172.82,;4/09/97;4/09/97
$1,169.38,;3/09/97;3/09/97
$1,174.01,;2/09/97;2/09/97
$1,172.28,;30/08/97;1/09/97
$1,167.28,;29/08/97;29/08/97
$1,161.15,;28/08/97;28/08/97
$1,154.89,;27/08/97;27/08/97
$1,145.52,;26/08/97;26/08/97
$1,154.23,;23/08/97;25/08/97
$1,149.19,;22/08/97;22/08/97
$1,140.54,;21/08/97;21/08/97
$1,137.54,;20/08/97;20/08/97
$1,129.05,;16/08/97;19/08/97
$1,128.25,;15/08/97;15/08/97
$1,125.62,;14/08/97;14/08/97
$1,120.33,;13/08/97;13/08/97
$1,119.38,;12/08/97;12/08/97
$1,118.96,;9/08/97;11/08/97
$1,115.20,;7/08/97;8/08/97
$1,115.43,;6/08/97;6/08/97
$1,112.83,;5/08/97;5/08/97
$1,113.43,;2/08/97;4/08/97
$1,112.53,;1/08/97;1/08/97
$1,109.65,;31/07/97;31/07/97
$1,106.67,;30/07/97;30/07/97
$1,108.16,;29/07/97;29/07/97
$1,106.06,;26/07/97;28/07/97
$1,106.64,;25/07/97;25/07/97
$1,106.70,;24/07/97;24/07/97
$1,110.32,;23/07/97;23/07/97
$1,109.46,;22/07/97;22/07/97
$1,105.33,;19/07/97;21/07/97
$1,102.48,;18/07/97;18/07/97
$1,100.83,;17/07/97;17/07/97
$1,099.25,;16/07/97;16/07/97
$1,099.56,;15/07/97;15/07/97
$1,098.46,;12/07/97;14/07/97
$1,097.88,;11/07/97;11/07/97
$1,098.64,;10/07/97;10/07/97
$1,101.18,;9/07/97;9/07/97
$1,102.45,;8/07/97;8/07/97
$1,101.57,;5/07/97;7/07/97
$1,102.84,;4/07/97;4/07/97
$1,098.72,;3/07/97;3/07/97
$1,093.25,;2/07/97;2/07/97
$1,089.01,;28/06/97;1/07/97
$1,090.58,;27/06/97;27/06/97
$1,087.72,;26/06/97;26/06/97
$1,086.47,;25/06/97;25/06/97
$1,088.16,;24/06/97;24/06/97
$1,086.36,;21/06/97;23/06/97
$1,084.28,;20/06/97;20/06/97
$1,084.38,;19/06/97;19/06/97
$1,086.00,;18/06/97;18/06/97
$1,082.43,;17/06/97;17/06/97
$1,080.59,;14/06/97;16/06/97
$1,080.46,;13/06/97;13/06/97
$1,080.61,;12/06/97;12/06/97
$1,078.64,;11/06/97;11/06/97
$1,076.18,;7/06/97;10/06/97
$1,076.49,;6/06/97;6/06/97
$1,077.19,;5/06/97;5/06/97
$1,079.10,;4/06/97;4/06/97
$1,077.09,;31/05/97;3/06/97
$1,076.40,;30/05/97;30/05/97
$1,074.32,;29/05/97;29/05/97
$1,076.24,;28/05/97;28/05/97
$1,076.69,;27/05/97;27/05/97
$1,076.69,;24/05/97;26/05/97
$1,080.43,;23/05/97;23/05/97
$1,080.44,;22/05/97;22/05/97
$1,075.20,;21/05/97;21/05/97
$1,073.54,;20/05/97;20/05/97
$1,072.24,;17/05/97;19/05/97
$1,074.52,;16/05/97;16/05/97
$1,074.43,;15/05/97;15/05/97
$1,077.36,;14/05/97;14/05/97
$1,076.93,;10/05/97;13/05/97
$1,073.77,;9/05/97;9/05/97
$1,075.05,;8/05/97;8/05/97
$1,080.48,;7/05/97;7/05/97
$1,076.39,;6/05/97;6/05/97
$1,068.53,;3/05/97;5/05/97
$1,064.01,;1/05/97;2/05/97
$1,063.11,;30/04/97;30/04/97
$1,064.00,;29/04/97;29/04/97
$1,063.83,;26/04/97;28/04/97
$1,066.77,;25/04/97;25/04/97
$1,065.48,;24/04/97;24/04/97
$1,057.64,;23/04/97;23/04/97
$1,054.94,;22/04/97;22/04/97
$1,051.43,;19/04/97;21/04/97
$1,054.35,;18/04/97;18/04/97
$1,056.91,;17/04/97;17/04/97
$1,058.97,;16/04/97;16/04/97
$1,058.73,;15/04/97;15/04/97
$1,058.76,;12/04/97;14/04/97
$1,060.71,;11/04/97;11/04/97
$1,062.78,;10/04/97;10/04/97
$1,062.67,;9/04/97;9/04/97
$1,063.30,;8/04/97;8/04/97
$1,062.58,;5/04/97;7/04/97
$1,062.46,;4/04/97;4/04/97
$1,061.95,;3/04/97;3/04/97
$1,061.98,;2/04/97;2/04/97
$1,060.93,;1/04/97;1/04/97
$1,059.88,;27/03/97;31/03/97
$1,059.53,;26/03/97;26/03/97
$1,060.03,;22/03/97;25/03/97
$1,060.66,;21/03/97;21/03/97
$1,060.31,;20/03/97;20/03/97
$1,058.61,;19/03/97;19/03/97
$1,059.87,;18/03/97;18/03/97
$1,060.86,;15/03/97;17/03/97
$1,060.35,;14/03/97;14/03/97
$1,063.33,;13/03/97;13/03/97
$1,062.73,;12/03/97;12/03/97
$1,056.92,;11/03/97;11/03/97
$1,054.05,;8/03/97;10/03/97
$1,057.58,;7/03/97;7/03/97
$1,063.44,;6/03/97;6/03/97
$1,067.77,;5/03/97;5/03/97
$1,075.86,;4/03/97;4/03/97
$1,077.07,;1/03/97;3/03/97
$1,080.51,;28/02/97;28/02/97
$1,080.93,;27/02/97;27/02/97
$1,084.09,;26/02/97;26/02/97
$1,078.23,;25/02/97;25/02/97
$1,073.42,;22/02/97;24/02/97
$1,074.10,;21/02/97;21/02/97
$1,074.50,;20/02/97;20/02/97
$1,075.11,;19/02/97;19/02/97
$1,076.04,;18/02/97;18/02/97
$1,075.00,;15/02/97;17/02/97
$1,073.36,;14/02/97;14/02/97
$1,075.51,;13/02/97;13/02/97
$1,075.17,;12/02/97;12/02/97
$1,074.25,;11/02/97;11/02/97
$1,066.44,;8/02/97;10/02/97
$1,070.08,;7/02/97;7/02/97
$1,071.88,;6/02/97;6/02/97
$1,076.25,;5/02/97;5/02/97
$1,065.98,;4/02/97;4/02/97
$1,064.00,;1/02/97;3/02/97
$1,070.97,;31/01/97;31/01/97
$1,057.82,;30/01/97;30/01/97
$1,057.00,;29/01/97;29/01/97
$1,040.07,;28/01/97;28/01/97
$1,032.62,;25/01/97;27/01/97
$1,031.51,;24/01/97;24/01/97
$1,031.02,;23/01/97;23/01/97
$1,023.67,;22/01/97;22/01/97
$1,022.75,;21/01/97;21/01/97
$1,020.90,;18/01/97;20/01/97
$1,018.15,;17/01/97;17/01/97
$1,023.47,;16/01/97;16/01/97
$1,026.53,;15/01/97;15/01/97
$1,015.53,;14/01/97;14/01/97
$1,011.01,;11/01/97;13/01/97
$1,013.68,;10/01/97;10/01/97
$1,020.16,;9/01/97;9/01/97
$1,022.00,;8/01/97;8/01/97
$1,016.81,;4/01/97;7/01/97
$1,007.33,;3/01/97;3/01/97
$1,005.33,;31/12/96;2/01/97
$1,005.40,;28/12/96;30/12/96
$1,003.49,;27/12/96;27/12/96
$1,002.51,;24/12/96;26/12/96
$1,003.15,;21/12/96;23/12/96
$1,001.10,;20/12/96;20/12/96
$1,001.18,;19/12/96;19/12/96
$1,000.40,;18/12/96;18/12/96
$1,001.58,;17/12/96;17/12/96
$1,002.95,;14/12/96;16/12/96
$999.47,;13/12/96;13/12/96
$998.31,;12/12/96;12/12/96
$998.17,;11/12/96;11/12/96
$997.99,;10/12/96;10/12/96
$1,001.82,;7/12/96;9/12/96
$997.48,;6/12/96;6/12/96
$997.40,;5/12/96;5/12/96
