VALOR,;VIGENCIADESDE;VIGENCIAHASTA
$995.73,;4/12/96;4/12/96
$1,000.09,;3/12/96;3/12/96
$1,002.28,;30/11/96;2/12/96
$994.94,;29/11/96;29/11/96
$995.93,;28/11/96;28/11/96
$995.05,;27/11/96;27/11/96
$995.05,;26/11/96;26/11/96
$995.34,;23/11/96;25/11/96
$994.37,;22/11/96;22/11/96
$995.20,;21/11/96;21/11/96
$994.02,;20/11/96;20/11/96
$995.96,;19/11/96;19/11/96
$999.68,;16/11/96;18/11/96
$1,001.68,;15/11/96;15/11/96
$997.38,;14/11/96;14/11/96
$1,000.22,;13/11/96;13/11/96
$1,001.24,;9/11/96;12/11/96
$999.59,;8/11/96;8/11/96
$1,003.75,;7/11/96;7/11/96
$1,006.36,;6/11/96;6/11/96
$999.49,;2/11/96;5/11/96
$1,000.14,;1/11/96;1/11/96
$1,005.83,;31/10/96;31/10/96
$1,007.57,;30/10/96;30/10/96
$1,012.43,;29/10/96;29/10/96
$1,011.69,;26/10/96;28/10/96
$1,015.49,;25/10/96;25/10/96
$1,017.52,;24/10/96;24/10/96
$1,018.04,;23/10/96;23/10/96
$1,018.33,;22/10/96;22/10/96
$1,016.87,;19/10/96;21/10/96
$1,015.24,;18/10/96;18/10/96
$1,018.50,;17/10/96;17/10/96
$1,019.22,;16/10/96;16/10/96
$1,015.07,;12/10/96;15/10/96
$1,013.12,;11/10/96;11/10/96
$1,012.27,;10/10/96;10/10/96
$1,010.32,;9/10/96;9/10/96
$1,012.56,;8/10/96;8/10/96
$1,014.99,;5/10/96;7/10/96
$1,015.24,;4/10/96;4/10/96
$1,019.17,;3/10/96;3/10/96
$1,030.54,;2/10/96;2/10/96
$1,027.08,;1/10/96;1/10/96
$1,025.06,;28/09/96;30/09/96
$1,027.68,;27/09/96;27/09/96
$1,030.25,;26/09/96;26/09/96
$1,040.36,;25/09/96;25/09/96
$1,038.09,;24/09/96;24/09/96
$1,037.11,;21/09/96;23/09/96
$1,037.10,;20/09/96;20/09/96
$1,035.94,;19/09/96;19/09/96
$1,038.90,;18/09/96;18/09/96
$1,042.80,;17/09/96;17/09/96
$1,043.89,;14/09/96;16/09/96
$1,047.66,;13/09/96;13/09/96
$1,047.26,;12/09/96;12/09/96
$1,051.64,;11/09/96;11/09/96
$1,047.95,;10/09/96;10/09/96
$1,045.87,;7/09/96;9/09/96
$1,043.93,;6/09/96;6/09/96
$1,044.09,;5/09/96;5/09/96
$1,045.27,;4/09/96;4/09/96
$1,044.38,;3/09/96;3/09/96
$1,042.32,;31/08/96;2/09/96
$1,045.02,;30/08/96;30/08/96
$1,046.70,;29/08/96;29/08/96
$1,044.54,;28/08/96;28/08/96
$1,041.64,;27/08/96;27/08/96
$1,037.10,;24/08/96;26/08/96
$1,040.15,;23/08/96;23/08/96
$1,037.43,;22/08/96;22/08/96
$1,044.54,;21/08/96;21/08/96
$1,047.90,;17/08/96;20/08/96
$1,051.82,;16/08/96;16/08/96
$1,041.76,;15/08/96;15/08/96
$1,029.46,;14/08/96;14/08/96
$1,035.79,;13/08/96;13/08/96
$1,040.68,;10/08/96;12/08/96
$1,044.90,;9/08/96;9/08/96
$1,049.37,;7/08/96;8/08/96
$1,051.61,;6/08/96;6/08/96
$1,054.10,;3/08/96;5/08/96
$1,054.87,;2/08/96;2/08/96
$1,057.47,;1/08/96;1/08/96
$1,056.74,;31/07/96;31/07/96
$1,059.18,;30/07/96;30/07/96
$1,061.48,;27/07/96;29/07/96
$1,061.03,;26/07/96;26/07/96
$1,061.46,;25/07/96;25/07/96
$1,064.56,;24/07/96;24/07/96
$1,063.53,;23/07/96;23/07/96
$1,061.02,;20/07/96;22/07/96
$1,058.92,;19/07/96;19/07/96
$1,062.86,;18/07/96;18/07/96
$1,064.82,;17/07/96;17/07/96
$1,065.58,;16/07/96;16/07/96
$1,061.99,;13/07/96;15/07/96
$1,061.79,;12/07/96;12/07/96
$1,065.65,;11/07/96;11/07/96
$1,067.97,;10/07/96;10/07/96
$1,068.17,;9/07/96;9/07/96
$1,067.35,;6/07/96;8/07/96
$1,068.30,;5/07/96;5/07/96
$1,068.12,;4/07/96;4/07/96
$1,070.55,;3/07/96;3/07/96
$1,069.11,;29/06/96;2/07/96
$1,069.73,;28/06/96;28/06/96
$1,072.37,;27/06/96;27/06/96
$1,069.81,;26/06/96;26/06/96
$1,070.25,;25/06/96;25/06/96
$1,068.20,;22/06/96;24/06/96
$1,070.86,;21/06/96;21/06/96
$1,070.94,;20/06/96;20/06/96
$1,072.74,;19/06/96;19/06/96
$1,071.35,;15/06/96;18/06/96
$1,072.34,;14/06/96;14/06/96
$1,070.80,;13/06/96;13/06/96
$1,073.65,;12/06/96;12/06/96
$1,073.06,;8/06/96;11/06/96
$1,072.95,;7/06/96;7/06/96
$1,074.27,;6/06/96;6/06/96
$1,074.72,;5/06/96;5/06/96
$1,074.70,;4/06/96;4/06/96
$1,072.59,;1/06/96;3/06/96
$1,073.06,;31/05/96;31/05/96
$1,072.24,;30/05/96;30/05/96
$1,071.19,;29/05/96;29/05/96
$1,069.80,;28/05/96;28/05/96
$1,068.94,;25/05/96;27/05/96
$1,069.47,;24/05/96;24/05/96
$1,068.91,;23/05/96;23/05/96
$1,068.18,;22/05/96;22/05/96
$1,066.47,;18/05/96;21/05/96
$1,065.88,;17/05/96;17/05/96
$1,066.61,;16/05/96;16/05/96
$1,066.24,;15/05/96;15/05/96
$1,065.78,;14/05/96;14/05/96
$1,062.08,;11/05/96;13/05/96
$1,061.10,;10/05/96;10/05/96
$1,061.63,;9/05/96;9/05/96
$1,063.53,;8/05/96;8/05/96
$1,063.41,;7/05/96;7/05/96
$1,062.40,;4/05/96;6/05/96
$1,062.56,;3/05/96;3/05/96
$1,061.55,;1/05/96;2/05/96
$1,058.90,;30/04/96;30/04/96
$1,054.80,;27/04/96;29/04/96
$1,054.29,;26/04/96;26/04/96
$1,054.53,;25/04/96;25/04/96
$1,055.31,;24/04/96;24/04/96
$1,054.43,;23/04/96;23/04/96
$1,053.59,;20/04/96;22/04/96
$1,052.90,;19/04/96;19/04/96
$1,054.03,;18/04/96;18/04/96
$1,054.41,;17/04/96;17/04/96
$1,050.73,;16/04/96;16/04/96
$1,048.89,;13/04/96;15/04/96
$1,047.48,;12/04/96;12/04/96
$1,046.55,;11/04/96;11/04/96
$1,047.35,;10/04/96;10/04/96
$1,050.12,;9/04/96;9/04/96
$1,046.92,;4/04/96;8/04/96
$1,045.23,;3/04/96;3/04/96
$1,042.20,;2/04/96;2/04/96
$1,046.00,;30/03/96;1/04/96
$1,048.42,;29/03/96;29/03/96
$1,049.22,;28/03/96;28/03/96
$1,049.08,;27/03/96;27/03/96
$1,048.00,;26/03/96;26/03/96
$1,048.00,;23/03/96;25/03/96
$1,048.40,;22/03/96;22/03/96
$1,047.65,;21/03/96;21/03/96
$1,047.24,;20/03/96;20/03/96
$1,046.76,;19/03/96;19/03/96
$1,046.09,;16/03/96;18/03/96
$1,045.44,;15/03/96;15/03/96
$1,044.99,;14/03/96;14/03/96
$1,044.07,;13/03/96;13/03/96
$1,043.50,;12/03/96;12/03/96
$1,042.42,;9/03/96;11/03/96
$1,042.61,;8/03/96;8/03/96
$1,042.03,;7/03/96;7/03/96
$1,041.83,;6/03/96;6/03/96
$1,041.28,;5/03/96;5/03/96
$1,040.70,;2/03/96;4/03/96
$1,039.90,;1/03/96;1/03/96
$1,039.81,;29/02/96;29/02/96
$1,039.06,;28/02/96;28/02/96
$1,038.49,;27/02/96;27/02/96
$1,036.71,;24/02/96;26/02/96
$1,035.04,;23/02/96;23/02/96
$1,035.43,;22/02/96;22/02/96
$1,034.34,;21/02/96;21/02/96
$1,033.41,;20/02/96;20/02/96
$1,029.50,;17/02/96;19/02/96
$1,030.67,;16/02/96;16/02/96
$1,027.57,;15/02/96;15/02/96
$1,028.58,;14/02/96;14/02/96
$1,027.54,;13/02/96;13/02/96
$1,023.07,;10/02/96;12/02/96
$1,024.17,;9/02/96;9/02/96
$1,022.28,;8/02/96;8/02/96
$1,021.30,;7/02/96;7/02/96
$1,022.93,;6/02/96;6/02/96
$1,021.29,;3/02/96;5/02/96
$1,024.89,;2/02/96;2/02/96
$1,026.30,;1/02/96;1/02/96
$1,028.14,;31/01/96;31/01/96
$1,027.61,;30/01/96;30/01/96
$1,026.89,;27/01/96;29/01/96
$1,026.78,;26/01/96;26/01/96
$1,026.08,;25/01/96;25/01/96
$1,024.89,;24/01/96;24/01/96
$1,019.17,;23/01/96;23/01/96
$1,018.99,;20/01/96;22/01/96
$1,015.10,;19/01/96;19/01/96
$1,010.34,;18/01/96;18/01/96
$1,011.72,;17/01/96;17/01/96
$1,011.59,;16/01/96;16/01/96
$1,005.63,;13/01/96;15/01/96
$1,002.59,;12/01/96;12/01/96
$1,003.86,;11/01/96;11/01/96
$1,003.44,;10/01/96;10/01/96
$997.06,;9/01/96;9/01/96
$997.06,;6/01/96;8/01/96
$998.68,;5/01/96;5/01/96
$994.50,;4/01/96;4/01/96
$994.31,;3/01/96;3/01/96
$987.65,;30/12/95;2/01/96
$987.65,;29/12/95;29/12/95
$986.96,;28/12/95;28/12/95
$990.10,;27/12/95;27/12/95
$984.96,;23/12/95;26/12/95
$984.06,;22/12/95;22/12/95
$985.39,;21/12/95;21/12/95
$987.22,;20/12/95;20/12/95
$986.71,;19/12/95;19/12/95
$988.94,;16/12/95;18/12/95
$992.88,;15/12/95;15/12/95
$994.57,;14/12/95;14/12/95
$986.17,;13/12/95;13/12/95
$979.87,;12/12/95;12/12/95
$974.04,;8/12/95;11/12/95
$983.29,;7/12/95;7/12/95
$990.16,;6/12/95;6/12/95
$995.93,;5/12/95;5/12/95
$997.87,;2/12/95;4/12/95
$998.15,;1/12/95;1/12/95
$998.16,;30/11/95;30/11/95
$1,001.73,;29/11/95;29/11/95
$1,003.24,;28/11/95;28/11/95
$1,000.69,;25/11/95;27/11/95
$1,001.23,;24/11/95;24/11/95
$1,002.49,;23/11/95;23/11/95
$1,003.47,;22/11/95;22/11/95
$1,003.44,;21/11/95;21/11/95
$1,002.63,;18/11/95;20/11/95
$1,002.25,;17/11/95;17/11/95
$1,001.62,;16/11/95;16/11/95
$1,001.14,;15/11/95;15/11/95
$999.77,;14/11/95;14/11/95
$999.77,;11/11/95;13/11/95
$1,000.13,;10/11/95;10/11/95
$999.73,;9/11/95;9/11/95
$999.51,;8/11/95;8/11/95
$998.49,;7/11/95;7/11/95
$998.49,;4/11/95;6/11/95
$998.18,;3/11/95;3/11/95
$996.96,;2/11/95;2/11/95
$996.76,;1/11/95;1/11/95
$994.50,;31/10/95;31/10/95
$994.99,;28/10/95;30/10/95
$995.01,;27/10/95;27/10/95
$994.77,;26/10/95;26/10/95
$993.68,;25/10/95;25/10/95
$991.98,;24/10/95;24/10/95
$988.96,;21/10/95;23/10/95
$991.52,;20/10/95;20/10/95
$991.22,;19/10/95;19/10/95
$990.52,;18/10/95;18/10/95
$987.00,;17/10/95;17/10/95
$987.00,;14/10/95;16/10/95
$984.88,;13/10/95;13/10/95
$981.26,;12/10/95;12/10/95
$981.45,;11/10/95;11/10/95
$982.84,;10/10/95;10/10/95
$979.16,;7/10/95;9/10/95
$972.93,;6/10/95;6/10/95
$972.75,;5/10/95;5/10/95
$976.76,;4/10/95;4/10/95
$971.22,;3/10/95;3/10/95
$966.78,;30/09/95;2/10/95
$972.80,;29/09/95;29/09/95
$981.09,;28/09/95;28/09/95
$980.54,;27/09/95;27/09/95
$977.35,;26/09/95;26/09/95
$975.90,;23/09/95;25/09/95
$974.23,;22/09/95;22/09/95
$974.88,;21/09/95;21/09/95
$970.08,;20/09/95;20/09/95
$962.50,;19/09/95;19/09/95
$960.91,;16/09/95;18/09/95
$960.25,;15/09/95;15/09/95
$959.15,;14/09/95;14/09/95
$959.18,;13/09/95;13/09/95
$958.59,;12/09/95;12/09/95
$958.31,;9/09/95;11/09/95
$954.64,;8/09/95;8/09/95
$953.63,;7/09/95;7/09/95
$958.46,;6/09/95;6/09/95
$957.54,;5/09/95;5/09/95
$948.23,;2/09/95;4/09/95
$949.35,;1/09/95;1/09/95
$960.19,;31/08/95;31/08/95
$963.93,;30/08/95;30/08/95
$972.03,;29/08/95;29/08/95
$970.65,;26/08/95;28/08/95
$962.60,;25/08/95;25/08/95
$955.12,;24/08/95;24/08/95
$949.51,;23/08/95;23/08/95
$946.83,;22/08/95;22/08/95
$946.83,;19/08/95;21/08/95
$947.22,;18/08/95;18/08/95
$944.55,;17/08/95;17/08/95
$928.25,;16/08/95;16/08/95
$922.21,;15/08/95;15/08/95
$919.13,;12/08/95;14/08/95
$917.13,;11/08/95;11/08/95
$919.32,;10/08/95;10/08/95
$920.10,;9/08/95;9/08/95
$916.14,;8/08/95;8/08/95
$916.14,;5/08/95;7/08/95
$917.53,;4/08/95;4/08/95
$905.53,;3/08/95;3/08/95
$900.78,;2/08/95;2/08/95
$898.35,;1/08/95;1/08/95
$897.63,;29/07/95;31/07/95
$895.56,;28/07/95;28/07/95
$897.77,;27/07/95;27/07/95
$897.32,;26/07/95;26/07/95
$896.68,;25/07/95;25/07/95
$894.98,;22/07/95;24/07/95
$894.50,;21/07/95;21/07/95
$894.50,;20/07/95;20/07/95
$894.03,;19/07/95;19/07/95
$891.76,;18/07/95;18/07/95
$893.36,;15/07/95;17/07/95
$892.82,;14/07/95;14/07/95
$895.84,;13/07/95;13/07/95
$897.51,;12/07/95;12/07/95
$897.12,;11/07/95;11/07/95
$891.44,;8/07/95;10/07/95
$891.28,;7/07/95;7/07/95
$887.30,;6/07/95;6/07/95
$883.81,;5/07/95;5/07/95
$880.49,;4/07/95;4/07/95
$880.49,;1/07/95;3/07/95
$881.23,;30/06/95;30/06/95
$878.80,;29/06/95;29/06/95
$875.95,;28/06/95;28/06/95
$873.64,;27/06/95;27/06/95
$873.64,;24/06/95;26/06/95
$874.81,;23/06/95;23/06/95
$875.32,;22/06/95;22/06/95
$875.59,;21/06/95;21/06/95
$873.91,;20/06/95;20/06/95
$873.91,;17/06/95;19/06/95
$872.54,;16/06/95;16/06/95
$873.78,;15/06/95;15/06/95
$875.28,;14/06/95;14/06/95
$873.74,;13/06/95;13/06/95
$871.94,;10/06/95;12/06/95
$871.93,;9/06/95;9/06/95
$871.02,;8/06/95;8/06/95
$873.06,;7/06/95;7/06/95
$874.81,;6/06/95;6/06/95
$875.99,;3/06/95;5/06/95
$877.22,;2/06/95;2/06/95
$876.62,;1/06/95;1/06/95
$876.36,;31/05/95;31/05/95
$872.66,;30/05/95;30/05/95
$872.66,;27/05/95;29/05/95
$872.96,;26/05/95;26/05/95
$870.55,;25/05/95;25/05/95
$869.95,;24/05/95;24/05/95
$871.11,;23/05/95;23/05/95
$873.52,;20/05/95;22/05/95
$875.75,;19/05/95;19/05/95
$874.74,;18/05/95;18/05/95
$875.17,;17/05/95;17/05/95
$877.45,;16/05/95;16/05/95
$879.35,;13/05/95;15/05/95
$881.07,;12/05/95;12/05/95
$880.25,;11/05/95;11/05/95
$878.87,;10/05/95;10/05/95
$881.33,;9/05/95;9/05/95
$881.07,;6/05/95;8/05/95
$882.24,;5/05/95;5/05/95
$882.97,;4/05/95;4/05/95
$880.63,;3/05/95;3/05/95
$877.90,;2/05/95;2/05/95
$877.90,;29/04/95;1/05/95
$876.21,;28/04/95;28/04/95
$875.78,;27/04/95;27/04/95
$876.32,;26/04/95;26/04/95
$878.20,;25/04/95;25/04/95
$876.55,;22/04/95;24/04/95
$877.38,;21/04/95;21/04/95
$874.35,;20/04/95;20/04/95
$874.37,;19/04/95;19/04/95
$871.87,;18/04/95;18/04/95
$866.25,;15/04/95;17/04/95
$866.25,;14/04/95;14/04/95
$866.25,;13/04/95;13/04/95
$868.80,;12/04/95;12/04/95
$866.78,;11/04/95;11/04/95
$869.15,;8/04/95;10/04/95
$868.96,;7/04/95;7/04/95
$871.60,;6/04/95;6/04/95
$874.30,;5/04/95;5/04/95
$876.00,;4/04/95;4/04/95
$878.18,;1/04/95;3/04/95
$880.23,;31/03/95;31/03/95
$876.21,;30/03/95;30/03/95
$872.57,;29/03/95;29/03/95
$870.14,;28/03/95;28/03/95
$869.22,;25/03/95;27/03/95
$868.95,;24/03/95;24/03/95
$867.81,;23/03/95;23/03/95
$865.89,;22/03/95;22/03/95
$863.77,;21/03/95;21/03/95
$863.77,;18/03/95;20/03/95
$865.63,;17/03/95;17/03/95
$866.40,;16/03/95;16/03/95
$866.96,;15/03/95;15/03/95
$865.92,;14/03/95;14/03/95
$865.36,;11/03/95;13/03/95
$863.06,;10/03/95;10/03/95
$862.41,;9/03/95;9/03/95
$861.13,;8/03/95;8/03/95
$858.95,;7/03/95;7/03/95
$859.65,;4/03/95;6/03/95
$861.33,;3/03/95;3/03/95
$858.87,;2/03/95;2/03/95
$857.85,;1/03/95;1/03/95
$856.99,;28/02/95;28/02/95
$854.71,;25/02/95;27/02/95
$855.48,;24/02/95;24/02/95
$855.32,;23/02/95;23/02/95
$853.63,;22/02/95;22/02/95
$851.88,;21/02/95;21/02/95
$849.41,;18/02/95;20/02/95
$848.90,;17/02/95;17/02/95
$848.52,;16/02/95;16/02/95
$848.15,;15/02/95;15/02/95
$846.20,;14/02/95;14/02/95
$845.37,;11/02/95;13/02/95
$845.73,;10/02/95;10/02/95
$847.04,;9/02/95;9/02/95
$848.43,;8/02/95;8/02/95
$848.27,;7/02/95;7/02/95
$848.82,;4/02/95;6/02/95
$852.22,;3/02/95;3/02/95
$855.76,;2/02/95;2/02/95
$857.16,;1/02/95;1/02/95
$856.41,;31/01/95;31/01/95
$857.83,;28/01/95;30/01/95
$859.30,;27/01/95;27/01/95
$857.56,;26/01/95;26/01/95
$856.65,;25/01/95;25/01/95
$855.49,;24/01/95;24/01/95
$855.54,;21/01/95;23/01/95
$852.68,;20/01/95;20/01/95
$850.26,;19/01/95;19/01/95
$847.61,;18/01/95;18/01/95
$846.61,;17/01/95;17/01/95
$843.70,;14/01/95;16/01/95
$841.52,;13/01/95;13/01/95
$843.69,;12/01/95;12/01/95
$840.36,;11/01/95;11/01/95
$837.07,;10/01/95;10/01/95
$837.07,;7/01/95;9/01/95
$838.87,;6/01/95;6/01/95
$838.33,;5/01/95;5/01/95
$835.38,;4/01/95;4/01/95
$833.18,;3/01/95;3/01/95
$831.27,;31/12/94;2/01/95
$831.27,;30/12/94;30/12/94
$831.60,;29/12/94;29/12/94
$829.95,;28/12/94;28/12/94
$827.33,;27/12/94;27/12/94
$826.47,;24/12/94;26/12/94
$827.70,;23/12/94;23/12/94
$827.95,;22/12/94;22/12/94
$830.16,;21/12/94;21/12/94
$831.06,;20/12/94;20/12/94
$829.72,;17/12/94;19/12/94
$827.60,;16/12/94;16/12/94
$825.00,;15/12/94;15/12/94
$824.68,;14/12/94;14/12/94
$831.91,;13/12/94;13/12/94
$831.49,;10/12/94;12/12/94
$831.10,;8/12/94;9/12/94
$830.85,;7/12/94;7/12/94
$830.37,;6/12/94;6/12/94
$830.00,;3/12/94;5/12/94
$829.56,;2/12/94;2/12/94
$829.29,;1/12/94;1/12/94
$829.03,;30/11/94;30/11/94
$828.66,;29/11/94;29/11/94
$828.42,;26/11/94;28/11/94
$828.76,;25/11/94;25/11/94
$828.67,;24/11/94;24/11/94
$830.74,;23/11/94;23/11/94
$829.08,;22/11/94;22/11/94
$828.46,;19/11/94;21/11/94
$830.49,;18/11/94;18/11/94
$828.74,;17/11/94;17/11/94
$826.45,;16/11/94;16/11/94
$825.87,;12/11/94;15/11/94
$825.17,;11/11/94;11/11/94
$826.84,;10/11/94;10/11/94
$829.09,;9/11/94;9/11/94
$831.25,;5/11/94;8/11/94
$833.19,;4/11/94;4/11/94
$836.18,;3/11/94;3/11/94
$837.79,;2/11/94;2/11/94
$837.62,;1/11/94;1/11/94
$838.55,;29/10/94;31/10/94
$840.05,;28/10/94;28/10/94
$841.32,;27/10/94;27/10/94
$843.48,;26/10/94;26/10/94
$842.60,;25/10/94;25/10/94
$841.41,;22/10/94;24/10/94
$838.32,;21/10/94;21/10/94
$836.72,;20/10/94;20/10/94
$835.33,;19/10/94;19/10/94
$834.83,;15/10/94;18/10/94
$836.01,;14/10/94;14/10/94
$836.40,;13/10/94;13/10/94
$835.38,;12/10/94;12/10/94
$835.59,;11/10/94;11/10/94
$836.80,;8/10/94;10/10/94
$840.06,;7/10/94;7/10/94
$842.54,;6/10/94;6/10/94
$844.40,;5/10/94;5/10/94
$843.65,;4/10/94;4/10/94
$843.00,;1/10/94;3/10/94
$842.00,;30/09/94;30/09/94
$841.32,;29/09/94;29/09/94
$841.51,;28/09/94;28/09/94
$840.23,;27/09/94;27/09/94
$839.46,;24/09/94;26/09/94
$841.53,;23/09/94;23/09/94
$842.70,;22/09/94;22/09/94
$841.82,;21/09/94;21/09/94
$838.63,;20/09/94;20/09/94
$837.21,;17/09/94;19/09/94
$833.10,;16/09/94;16/09/94
$827.86,;15/09/94;15/09/94
$824.34,;14/09/94;14/09/94
$821.62,;13/09/94;13/09/94
$820.26,;10/09/94;12/09/94
$820.02,;9/09/94;9/09/94
$819.24,;8/09/94;8/09/94
$818.21,;7/09/94;7/09/94
$817.80,;6/09/94;6/09/94
$818.81,;3/09/94;5/09/94
$817.64,;2/09/94;2/09/94
$816.08,;1/09/94;1/09/94
$816.30,;31/08/94;31/08/94
$816.18,;30/08/94;30/08/94
$816.29,;27/08/94;29/08/94
$817.40,;26/08/94;26/08/94
$816.77,;25/08/94;25/08/94
$816.58,;24/08/94;24/08/94
$815.20,;23/08/94;23/08/94
$813.76,;20/08/94;22/08/94
$813.88,;19/08/94;19/08/94
$813.93,;18/08/94;18/08/94
$814.40,;17/08/94;17/08/94
$814.94,;13/08/94;16/08/94
$815.84,;12/08/94;12/08/94
$815.40,;11/08/94;11/08/94
$813.64,;10/08/94;10/08/94
$812.39,;9/08/94;9/08/94
$811.91,;6/08/94;8/08/94
$812.57,;5/08/94;5/08/94
$812.69,;4/08/94;4/08/94
$814.53,;3/08/94;3/08/94
$815.89,;2/08/94;2/08/94
$815.62,;30/07/94;1/08/94
$815.62,;29/07/94;29/07/94
$815.80,;28/07/94;28/07/94
$815.75,;27/07/94;27/07/94
$816.34,;26/07/94;26/07/94
$816.68,;23/07/94;25/07/94
$817.18,;22/07/94;22/07/94
$817.49,;20/07/94;21/07/94
$818.44,;19/07/94;19/07/94
$821.04,;16/07/94;18/07/94
$822.28,;15/07/94;15/07/94
$822.79,;14/07/94;14/07/94
$823.12,;13/07/94;13/07/94
$822.14,;12/07/94;12/07/94
$822.34,;9/07/94;11/07/94
$820.24,;8/07/94;8/07/94
$820.42,;7/07/94;7/07/94
$818.45,;6/07/94;6/07/94
$817.92,;2/07/94;5/07/94
$818.05,;1/07/94;1/07/94
$819.64,;30/06/94;30/06/94
$818.73,;29/06/94;29/06/94
$820.13,;28/06/94;28/06/94
$821.00,;25/06/94;27/06/94
$822.87,;24/06/94;24/06/94
$824.76,;23/06/94;23/06/94
$826.90,;22/06/94;22/06/94
$828.94,;21/06/94;21/06/94
$826.61,;18/06/94;20/06/94
$831.28,;17/06/94;17/06/94
$833.35,;16/06/94;16/06/94
$833.16,;15/06/94;15/06/94
$833.19,;11/06/94;14/06/94
$834.96,;10/06/94;10/06/94
$838.03,;9/06/94;9/06/94
$839.56,;8/06/94;8/06/94
$840.37,;4/06/94;7/06/94
$841.44,;3/06/94;3/06/94
$842.00,;2/06/94;2/06/94
$841.93,;1/06/94;1/06/94
$841.12,;31/05/94;31/05/94
$840.93,;28/05/94;30/05/94
$841.86,;27/05/94;27/05/94
$842.22,;26/05/94;26/05/94
$843.08,;25/05/94;25/05/94
$842.92,;24/05/94;24/05/94
$842.33,;21/05/94;23/05/94
$842.64,;20/05/94;20/05/94
$842.83,;19/05/94;19/05/94
$842.21,;18/05/94;18/05/94
$842.23,;14/05/94;17/05/94
$843.24,;13/05/94;13/05/94
$841.92,;12/05/94;12/05/94
$841.33,;11/05/94;11/05/94
$841.27,;10/05/94;10/05/94
$841.70,;7/05/94;9/05/94
$841.25,;6/05/94;6/05/94
$841.00,;5/05/94;5/05/94
$839.14,;4/05/94;4/05/94
$838.04,;3/05/94;3/05/94
$836.86,;30/04/94;2/05/94
$837.27,;29/04/94;29/04/94
$838.28,;28/04/94;28/04/94
$837.31,;27/04/94;27/04/94
$835.40,;26/04/94;26/04/94
$836.96,;23/04/94;25/04/94
$838.25,;22/04/94;22/04/94
$834.30,;21/04/94;21/04/94
$831.24,;20/04/94;20/04/94
$829.47,;19/04/94;19/04/94
$827.93,;16/04/94;18/04/94
$827.44,;15/04/94;15/04/94
$827.96,;14/04/94;14/04/94
$828.81,;13/04/94;13/04/94
$829.32,;12/04/94;12/04/94
$828.92,;9/04/94;11/04/94
$825.28,;8/04/94;8/04/94
$822.57,;7/04/94;7/04/94
$820.93,;6/04/94;6/04/94
$820.21,;5/04/94;5/04/94
$819.51,;31/03/94;4/04/94
$820.78,;30/03/94;30/03/94
$820.63,;29/03/94;29/03/94
$821.14,;26/03/94;28/03/94
$821.70,;25/03/94;25/03/94
$821.82,;24/03/94;24/03/94
$821.73,;23/03/94;23/03/94
$821.34,;19/03/94;22/03/94
$820.91,;18/03/94;18/03/94
$820.44,;17/03/94;17/03/94
$818.49,;16/03/94;16/03/94
$818.69,;15/03/94;15/03/94
$818.62,;12/03/94;14/03/94
$818.46,;11/03/94;11/03/94
$818.37,;10/03/94;10/03/94
$818.02,;9/03/94;9/03/94
$817.76,;8/03/94;8/03/94
$817.86,;5/03/94;7/03/94
$818.70,;4/03/94;4/03/94
$819.61,;3/03/94;3/03/94
$819.83,;2/03/94;2/03/94
$820.12,;1/03/94;1/03/94
$819.70,;26/02/94;28/02/94
$819.68,;25/02/94;25/02/94
$820.76,;24/02/94;24/02/94
$818.33,;23/02/94;23/02/94
$816.04,;22/02/94;22/02/94
$814.13,;19/02/94;21/02/94
$815.19,;18/02/94;18/02/94
$816.10,;17/02/94;17/02/94
$816.92,;16/02/94;16/02/94
$817.59,;15/02/94;15/02/94
$817.78,;12/02/94;14/02/94
$817.88,;11/02/94;11/02/94
$817.88,;10/02/94;10/02/94
$817.81,;9/02/94;9/02/94
$817.64,;8/02/94;8/02/94
$818.00,;5/02/94;7/02/94
$817.69,;4/02/94;4/02/94
$817.96,;3/02/94;3/02/94
$819.27,;2/02/94;2/02/94
$817.00,;1/02/94;1/02/94
$818.38,;29/01/94;31/01/94
$821.72,;28/01/94;28/01/94
$821.52,;27/01/94;27/01/94
$819.10,;26/01/94;26/01/94
$816.69,;25/01/94;25/01/94
$815.65,;22/01/94;24/01/94
$815.91,;21/01/94;21/01/94
$814.56,;20/01/94;20/01/94
$816.15,;19/01/94;19/01/94
$816.91,;18/01/94;18/01/94
$815.81,;15/01/94;17/01/94
$820.10,;14/01/94;14/01/94
$819.81,;13/01/94;13/01/94
$818.50,;12/01/94;12/01/94
$818.89,;8/01/94;11/01/94
$818.83,;7/01/94;7/01/94
$814.21,;6/01/94;6/01/94
$810.01,;5/01/94;5/01/94
$805.91,;4/01/94;4/01/94
$804.33,;1/01/94;3/01/94
$804.33,;31/12/93;31/12/93
$802.71,;30/12/93;30/12/93
$802.33,;29/12/93;29/12/93
$809.13,;28/12/93;28/12/93
$801.69,;25/12/93;27/12/93
$801.69,;24/12/93;24/12/93
$801.40,;23/12/93;23/12/93
$802.46,;22/12/93;22/12/93
$803.81,;21/12/93;21/12/93
$806.50,;18/12/93;20/12/93
$804.89,;17/12/93;17/12/93
$799.43,;16/12/93;16/12/93
$798.12,;15/12/93;15/12/93
$798.20,;14/12/93;14/12/93
$797.53,;11/12/93;13/12/93
$798.51,;10/12/93;10/12/93
$800.60,;8/12/93;9/12/93
